timestamp,normalized_entropy,event_rate,unique_extension_rate,honeypot_flag,rename_ratio,create_ratio,modified_ratio,high_entropy_ratio,bytes_per_second,burst_duration,entropy_delta,delete_ratio,label,filepath,run_id
2026-08-16T09:53:37Z,0.48168099172658607,0.15129197169386158,0.17033144028368832,0.0,0.017464096287681502,1.0,0.0,0.03728503183794071,0.056288647588256156,0.0,0.5161246683194632,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_000\file_0.txt,benign_000
2026-08-16T09:53:38Z,0.5004558675590839,0.18093979934633947,0.21889089117082333,0.0,0.0,0.9921203516185838,0.0,0.0089043056766706,0.0,0.08922032623125248,0.5172162364679406,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_000\file_1.txt,benign_000
2026-08-16T09:53:43Z,0.4759231100250052,0.3140166336634255,0.1745101846825861,0.0,0.009365032247868313,0.6719068804022844,0.3527371894990774,0.0,0.0,0.592369632854515,0.49649041683174755,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_000\file_1.txt,benign_000
2026-08-16T09:53:45Z,0.47676432670022706,0.40470559972917164,0.21172007394635817,0.0,0.0175425523332777,0.7417449404696673,0.24277302054626407,0.045185392665617316,0.004326198752942834,0.7301662511561774,0.4905088283707208,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_000\file_2.txt,benign_000
2026-08-16T09:53:37Z,0.4779680629421621,0.08734813278244237,0.2229940650377431,0.0,0.0,0.9914648964555658,0.0018886805622773276,4.673047350667948e-05,0.12021912784146968,0.004792480273185345,0.4993755079710147,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_001\file_0.txt,benign_001
2026-08-16T09:53:38Z,0.5048055131160882,0.15764896610623955,0.19144193683064709,0.0,0.01361944282793831,0.9817334868927138,0.0,0.039688335524557736,0.010289480964371798,0.11911001907111776,0.5117700737516903,0.020530056886730503,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_001\file_1.txt,benign_001
2026-08-16T09:53:43Z,0.5033808869568708,0.28164300737374026,0.20885097626155688,0.0,0.0,0.6424666547293933,0.3309967753295376,0.0,0.003935263725119536,0.5640137831046227,0.47256097495683586,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_001\file_1.txt,benign_001
2026-08-16T09:53:42Z,0.7835852940719664,0.4020843183512778,0.23349955456444332,0.0,0.0,0.7461580516407342,0.2683523427921836,0.0067402112730255625,0.020039385314412565,0.4813880515905377,0.6108520836562163,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_001\file_2.txt,benign_001
2026-08-16T09:53:42Z,0.8027577443373074,0.5235931466209086,0.19551644614397304,0.0,0.0,0.6210898968843929,0.3437992138246867,0.0,0.0,0.42694920898666017,0.5866259456965152,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_001\file_2.txt,benign_001
2026-08-16T09:53:46Z,0.4831654978447075,0.5883024633531634,0.18118697851053828,0.0,0.0,0.6593034003624914,0.33448909274437855,0.005730494339323842,0.013671362951341305,0.9123159467876204,0.455305632837004,0.0,0,C:\Users\LOQ\Downloads\Rakshak AI\ml\..\ml\..\data\dataset_runs\benign_001\file_3.txt,benign_001
